overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
5.0,True,"06 12, 2013",A2RFOCDG172FRM,B00BXE4W2O,Chuckles,"I really enjoyed this game. The graphics are beautiful,sound track is good,game play is fun,with hidden object scenes,clues to gather,and tasks to perform. And there are plenty of extras. Very nice for the price.",Nice Game,1370995200,4,,
5.0,True,"07 17, 2018",A3RWUWI9P1WW7C,B01CKGI4RM,dj BEER,Great game and fun.,Five Stars,1531785600,,,
5.0,True,"12 6, 2014",A29D4VJE9QAHMG,B006JKARN0,Fernando F.,excellent product. high quality,Five Stars,1417824000,,,
5.0,True,"08 5, 2016",A2FK69JEJJTRQ5,B015TO8IL4,Beersbo,This was a fantastic product to dress up/customize your x-box one. Very easy to put on your gaming station  In addition it came with controller skins to match the design used for the x-box.,This was a fantastic product to dress up/customize your x-box one,1470355200,,{'Color:': ' Crystallized'},
5.0,True,"11 9, 2015",ALXQTN3DCBSRF,B0132YMRFQ,Eddie W Kegel,fast shipping and product was rapped well in package,Five Stars,1447027200,,{'Edition:': ' Star Wars: Rise Against the Empire Power Disc Pack'},
5.0,True,"09 2, 2017",A1EDJT3JTH4R0E,B00BGAA3S2,Gerardo  Lopez,Excellent product! Perfect condition A++ 5stars,Five Stars,1504310400,,,
5.0,True,"03 1, 2016",A8YYMBXZN2SEZ,B00S7O6RJO,ShinMadman3rd,One of the largest and most detailed Amiibo's out to date. Captures the feel  of Bowser/Koopa [As known in Japan]. I should have got this when they released it.,NICE,1456790400,,"{'Color:': ' Bowser', 'Edition:': ' USA'}",
5.0,True,"01 18, 2016",A3HTZTXC796CVR,B0009UBR3A,sideeous,My kids love this.,My kids love this.,1453075200,,{'Format:': ' Video Game'},
5.0,False,"05 15, 2007",A2IRBL49U1LQLE,B0009VXAM0,D. H. R. Mora,"It's an excellent Console, you can forget about the heat completely, at the beginning I didn't know which to buy, but with the hardware that ps3 has, I decided I want this, Then I considered the heat problem against Xbox 360, and if you see in youtube ""Ring of death Xbox"" And try ""Overheated ps3"" You'll see, that the difference is huge. I truly recommend it for several reasons, enjoy",EXCELLENT,1179187200,4,{'Edition:': ' Standard'},
5.0,True,"06 3, 2015",A3HDPSUK4X0ZKJ,B00NNU07RU,Kristy,Couldn't beat the price it was unbelievable.,Five Stars,1433289600,,{'Platform:': ' 500GB Call of Duty Bundle'},
5.0,True,"10 9, 2015",A1STHVA6UGPTV1,B001AZFSFQ,Amazon Customer,Best NFS game ever 5stars,Have the need for speed,1444348800,,{'Format:': ' Video Game'},
5.0,True,"06 28, 2010",A2E7F9XFS9EYV2,B002TDIEEK,JunPW,"If you're a fan of street fighter or capcom for that matter, get this game! Total improvement. The downsides are too minor to even prolong this post. Just get the game.",JUST GET IT,1277683200,,{'Platform:': ' PlayStation 3'},
5.0,False,"11 11, 2014",A3K0BV9G2APM3O,B00DC7G1WE,Alejandro Campos,"great game! a must have for Wii U onwner and newcomer. everyone should play this game..!
Best Wii U game! you cant miss this game.",Five Stars,1415664000,2,"{'Edition:': ' Standard', 'Platform:': ' Nintendo Wii U'}",
5.0,False,"10 23, 2014",A3JNLWQQV8BOYL,B000E7H7AK,Martin,excellent shape. as described !,Five Stars,1414022400,,,
5.0,True,"05 12, 2018",A16SYOIVA1NCAJ,B00KSQHX1K,Marco Antonio Ramirez Rodriguez,Very good thanks for the shipping,Five Stars,1526083200,,,
5.0,True,"05 3, 2016",A1VRGEOUKZCQCR,B00XWE60G4,ignacio a. llanos jr.,big fan of nba 2k,Five Stars,1462233600,,{'Format:': ' Video Game'},
5.0,False,"01 18, 2012",A1PEKEZTSDJAVH,B004S5PBM0,Eric San Juan,"Here's the gist: You plug a real guitar into your Xbox and play along with some great rock songs, the game scaling the difficulty up or down depending on your abilities.

That in and of itself is a pretty cool idea and for those interested in playing a real instrument makes this a step up from&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Rock-Band-2/dp/B001BX6JUA/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Rock Band 2</a>.

Yet simple ideas are also the easiest to botch.

They don't botch this one. Rocksmith is essentially a guitar teacher in a box, walking beginners through all the basic concepts while also providing experienced guitar players with a fun way to learn how to play the included songs. A simple tutorial gets folks up and running. Experienced Rock Band players will need a song or two to adjust to the slightly different visuals, but once that clicks you're off and running.

The very best feature is how the games adjusts to your experience. I am a more experienced guitar player than my son, for instance, so it didn't take long before it was asking me to play note-for-note covers of The Rolling Stones, The Black Keys, Silversun Pickups, and more. He's newer at the guitar, and the game automatically adjusted to that, giving him more stripped down versions that still had him playing along but in an ""only the basics"" kind of way.

The game is a little more challenging than your standard music rhythm game. If you've never held a guitar this might not be the best place to start. However, even newbies to the guitar should catch on pretty fast -- and they might even benefit.

In addition to the usual shtick of playing through a career and unlocking all sorts of guitar gear, the game also provided a slew of mini games, many of which are essentially guitar practice sessions to help you master various techniques.

Rocksmith falls into the category of music rhythm games, yes, but it's an evolution of the genre, providing players a great blend of gaming and actual musicianship. A great bridge between playing games and playing instruments. I love it.",This. Is. AWESOME,1326844800,2,{'Format:': ' Video Game'},
5.0,True,"10 9, 2014",A21MPXWXM9S8FO,B00BWBTJ4Y,pascual,excellent,Five Stars,1412812800,,,
5.0,True,"02 27, 2016",A1J5I34M58W2T6,B00HWYDJH8,Matthew Geurts,As advertised.,Five Stars,1456531200,,"{'Edition:': ' Cartel Coins: 5500', 'Platform:': ' PC Download'}",
5.0,False,"10 3, 2014",AOB5695UUUJ0,B00DD0B1R0,Anime Lover,"Finally after much delay - the King of smash is back.  The cast is larger, the action faster, and the AI smarter.  The ability to make your Mii's into fighters is fun, and their moves are as strong as the regular characters.  I would suggest using the training until you get used to the main controls, but when you do you can move very quickly.  I love this game and it is a strong addition to the 3ds library and when the wiiu version comes out make sure you port your mii fighter to it as well.",Its good to be the King,1412294400,2,{'Format:': ' Video Game'},
5.0,True,"02 18, 2015",AOQQML83XZLBH,B003O65TXU,Khristian,excelent,Five Stars,1424217600,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 3'}",
5.0,True,"01 28, 2015",A1FHD5GYDYPCUX,B009AP2518,Bri,Works great. I use it for almost all of my Wii U games. It feels more natural in my hands than the giant pad for most games.,Worth it.,1422403200,,,
5.0,True,"11 29, 2014",ACH7Y71WHXG0R,B008U2XE9O,Tony,The controller works,Five Stars,1417219200,,{'Color:': ' Blue'},
5.0,True,"11 8, 2015",A3L1YBFR8VQFLA,B00002R28C,Jason kadarian,Super grate!!!!!!! Never played this game b4 can't wate to get further into it.,Super grate!!!,1446940800,,,
5.0,True,"01 29, 2016",A32HCMVKGZF4U9,B002DC8GMM,tina myers,Loved it!,Five Stars,1454025600,,{'Format:': ' Video Game'},
5.0,True,"04 18, 2016",A1I8YB7OSOD2GU,B00RZ7T8TK,Jo,"It's been awhile now since I got this, and honestly most of the time I forget these are even on there. Great!",Awesome,1460937600,,{'Style:': ' New 3DS XL'},
5.0,True,"10 3, 2011",A1ISV29OM3PQ7P,B0001UEHP8,labguy82,This game was great and I thoroughly enjoyed have a true nemisis that you have to actually fight in a tough battle at the end.  If you love the fable series and have only played two and three then you need to play this one.,For all Fable lovers,1317600000,,{'Platform:': ' Xbox'},
